cough_rate;sweating;virus_resistance;aggressiveness;movement_speed;exhaustion_tolerance;pain_tolerance
1.286705;1.176372;1.991091;1.306415;2.300788;0.7478042;1.34306
1.279441;1.173778;1.994464;1.291054;2.301427;0.7457352;1.342486
1.276035;1.151695;1.998224;1.249535;2.301162;0.7532373;1.341315
1.252083;1.165876;1.997738;1.228627;2.305664;0.7514328;1.339435
1.247571;1.16586;1.98234;1.236636;2.305465;0.7566248;1.339955
1.256044;1.177621;1.978588;1.237312;2.313124;0.7636715;1.341612
1.258916;1.198682;1.97728;1.22287;2.313304;0.7709441;1.339985
1.277787;1.197648;1.977604;1.208391;2.312946;0.7779881;1.316065
1.286468;1.203824;1.963255;1.209936;2.312752;0.7914109;1.304801
1.270444;1.210399;1.96519;1.213861;2.310612;0.7829111;1.316759
1.306195;1.214275;1.963302;1.231485;2.31285;0.7865447;1.324766
1.28859;1.229212;1.955989;1.207734;2.33507;0.8171735;1.317771
1.235516;1.229458;1.959934;1.21203;2.345271;0.8278683;1.304457
1.254496;1.214874;1.964805;1.227077;2.333543;0.8196408;1.304967
1.227503;1.215579;1.972444;1.246549;2.339727;0.7750858;1.303552
1.267739;1.233145;1.958529;1.228194;2.36657;0.7847558;1.325356
1.250699;1.229766;1.957301;1.22719;2.356306;0.7820086;1.324555
1.239865;1.243608;1.954849;1.245721;2.37235;0.7525603;1.311994
1.225224;1.254259;1.960513;1.198732;2.384443;0.7639682;1.311879
1.257437;1.252877;1.961427;1.218353;2.384059;0.7532703;1.309484
1.274686;1.251831;1.962341;1.239391;2.383311;0.7415328;1.307582
1.252541;1.251844;1.955685;1.233989;2.372985;0.7514014;1.294883
1.219745;1.269172;1.967229;1.197523;2.378881;0.7639871;1.286887
1.211304;1.310414;1.97131;1.168442;2.40592;0.7807853;1.297892
1.225131;1.301005;1.975982;1.167199;2.387233;0.7783932;1.274585
1.231789;1.30909;1.975848;1.167084;2.396647;0.7765188;1.274994
1.224203;1.327225;1.962942;1.127685;2.41591;0.8153562;1.274585
1.24037;1.331421;1.974882;1.144252;2.40796;0.8007016;1.287445
1.231915;1.336025;1.975876;1.144048;2.409194;0.7814139;1.287214
1.215223;1.329134;1.972607;1.159989;2.405607;0.7525778;1.287445
1.215223;1.329134;1.972607;1.159989;2.405607;0.7525778;1.287445
1.183042;1.350997;1.969707;1.143125;2.44119;0.7590647;1.277554
1.186691;1.370364;1.977211;1.122621;2.462044;0.7673487;1.270077
1.186943;1.377342;1.980328;1.115982;2.4639;0.7752742;1.269636
1.178444;1.379529;2.013746;1.116721;2.455422;0.7698138;1.274231
1.175624;1.394802;2.024327;1.095114;2.467257;0.7877579;1.274231
1.127089;1.398299;2.035474;1.090086;2.48286;0.8030399;1.263836
1.110103;1.396073;2.022239;1.096417;2.488403;0.794938;1.263836
1.072789;1.396132;2.035144;1.076159;2.499679;0.7927382;1.263199
1.075081;1.396132;2.035144;1.094215;2.508419;0.7920544;1.252995
1.063655;1.404002;2.033361;1.076794;2.517855;0.8035718;1.253684
1.04711;1.410842;2.042416;1.059974;2.528616;0.8329247;1.255258
1.042856;1.410355;2.043812;1.0537;2.545146;0.8350995;1.255647
1.018087;1.423531;2.047729;1.020882;2.565992;0.8520768;1.280309
1.027839;1.410232;2.040023;1.056394;2.538108;0.8298771;1.280309
1.027293;1.426754;2.058486;1.039257;2.544243;0.8371853;1.280309
1.003508;1.432098;2.080165;0.992389;2.550695;0.8351066;1.285069
0.9824986;1.43886;2.089669;0.9586669;2.554003;0.8641927;1.286943
0.9783217;1.416692;2.082503;0.9884272;2.541067;0.839997;1.28716
0.9771308;1.41806;2.099231;0.9518026;2.543762;0.8590142;1.286721
0.9962368;1.420922;2.094383;0.964152;2.551156;0.8429408;1.287107
0.9766924;1.433797;2.093941;0.9620202;2.568935;0.8460139;1.275598
0.9723375;1.446496;2.086946;0.9403977;2.598904;0.8540931;1.286193
0.9619268;1.459719;2.087204;0.9221023;2.618005;0.8629051;1.298406
0.9334404;1.446679;2.100156;0.9079456;2.611855;0.8749048;1.291645
0.9220597;1.464292;2.135512;0.8495553;2.628799;0.8922769;1.291963
0.896076;1.477147;2.143571;0.8216716;2.643246;0.9110786;1.292266
0.878279;1.505694;2.145431;0.8044088;2.67948;0.9246215;1.292265
0.8453025;1.509924;2.143276;0.7962706;2.677051;0.9476946;1.292691
0.8617054;1.511531;2.139967;0.8021544;2.686398;0.9385439;1.292411
0.8873695;1.509779;2.153314;0.804287;2.669825;0.9246215;1.292265
0.9137659;1.540545;2.176392;0.8095714;2.687612;0.9012542;1.290771
0.9122532;1.535002;2.176942;0.802725;2.683319;0.8975775;1.290937
0.90969;1.533036;2.186786;0.8064292;2.660139;0.9038906;1.295592
0.9045622;1.548972;2.197157;0.7987609;2.67134;0.9073812;1.295592
0.9032623;1.56812;2.218316;0.7578484;2.692006;0.9063173;1.31616
0.9219322;1.566913;2.211171;0.7723508;2.690212;0.8936475;1.31616
0.899151;1.567787;2.216484;0.7692944;2.676744;0.8871439;1.31501
0.8935645;1.556181;2.219995;0.7798372;2.667469;0.8799657;1.314876
0.8930382;1.579612;2.237782;0.74934;2.68451;0.897209;1.314876
0.8747384;1.598897;2.273367;0.7003226;2.686082;0.9117078;1.316159
0.8712834;1.617955;2.284273;0.673604;2.691418;0.927717;1.316843
0.8707756;1.634287;2.293298;0.6455887;2.697119;0.94355;1.317863
0.8643951;1.645956;2.310561;0.6177667;2.708244;0.9514013;1.317546
0.8665648;1.647371;2.329396;0.6081913;2.708897;0.9435788;1.317096
0.8369262;1.669114;2.344892;0.5726433;2.724144;0.9483446;1.318938
0.8360571;1.701225;2.37923;0.5346832;2.740524;0.9351817;1.336357
0.7889644;1.719318;2.388016;0.5244758;2.759413;0.9747637;1.341776
0.7857612;1.734698;2.404115;0.5082656;2.749496;0.9861658;1.332628
0.7435116;1.753947;2.428095;0.4621938;2.749487;0.9959976;1.337057
0.7541307;1.74976;2.435591;0.4763641;2.744623;0.9833946;1.332779
0.7432067;1.745598;2.449802;0.4635804;2.731683;0.9826126;1.335014
0.7316651;1.750831;2.451725;0.4487827;2.746508;0.9974829;1.334319
0.7316651;1.750831;2.451725;0.4487827;2.746508;0.9974829;1.334319
0.7175267;1.763023;2.459678;0.4265876;2.765285;1.019069;1.340767
0.7250658;1.759797;2.469692;0.4228571;2.786111;1.01027;1.330613
0.7171949;1.770045;2.489815;0.4198808;2.794488;1.018128;1.336826
0.7198284;1.775927;2.498507;0.4086845;2.79459;1.025009;1.336466
0.7305858;1.800921;2.538973;0.3842935;2.801617;1.041794;1.345891
0.7471071;1.815374;2.558123;0.381049;2.792728;1.063568;1.344269
0.7690178;1.843736;2.588724;0.3755914;2.794822;1.069653;1.344343
0.7514133;1.891332;2.651918;0.3236693;2.768302;1.075406;1.347616
0.742377;1.925302;2.665805;0.304291;2.759464;1.079929;1.33863
0.7443745;1.936241;2.693563;0.3135859;2.784775;1.073892;1.33704
0.7439851;1.947716;2.711856;0.2868769;2.812284;1.082908;1.339541
0.7470411;1.982584;2.740481;0.2599256;2.823787;1.104984;1.339959
0.7595214;1.986337;2.739667;0.2546367;2.823554;1.111255;1.34055
0.7645617;1.983752;2.73559;0.2486127;2.83809;1.111042;1.3398
0.7539853;1.997303;2.744945;0.2234339;2.864352;1.130913;1.338997
0.7554631;1.976163;2.740498;0.2601638;2.851842;1.109747;1.328479
0.7505084;1.983352;2.7328;0.2552339;2.858295;1.12025;1.329022
0.7434495;2.011231;2.765959;0.219197;2.885484;1.13653;1.329303
0.7487911;2.018685;2.767211;0.2298395;2.884297;1.136232;1.329022
0.7503578;2.018244;2.771609;0.2309629;2.8919;1.141816;1.335054
0.7621653;2.03245;2.786525;0.209316;2.905918;1.154232;1.325424
0.7562151;2.0594;2.824498;0.1450642;2.928544;1.179959;1.326541
0.7549729;2.067806;2.8399;0.1439387;2.948414;1.177196;1.326296
0.7402233;2.0601;2.826647;0.1517992;2.936891;1.175603;1.314108
0.7238382;2.073546;2.846035;0.1141263;2.937006;1.198869;1.313819
0.711859;2.097958;2.891634;0.08960965;2.956457;1.208475;1.313412
0.7360768;2.105905;2.914616;0.1217489;2.94232;1.192502;1.301558
0.7338234;2.101957;2.919451;0.1280196;2.945063;1.175717;1.301509
0.7401915;2.118926;2.949622;0.1355398;2.942599;1.17412;1.299031
0.7405989;2.145443;2.99838;0.1002398;2.94222;1.189908;1.307355
0.7458131;2.147147;2.996655;0.1032517;2.935751;1.185271;1.307388
0.7435011;2.131112;2.99194;0.1080972;2.935751;1.185398;1.298031
0.7453347;2.160973;3.04504;0.09871634;2.934546;1.169808;1.298209
0.7453347;2.160973;3.04504;0.09871634;2.934546;1.169808;1.298209
0.7416793;2.167603;3.058979;0.09815557;2.938722;1.161462;1.298267
0.7395489;2.160855;3.05598;0.1010573;2.940058;1.164194;1.298209
0.7416793;2.167486;3.070803;0.1004736;2.939514;1.161857;1.298267
0.7398342;2.162562;3.056943;0.09993374;2.944847;1.158431;1.302221
0.738812;2.182405;3.081181;0.08569265;2.952825;1.172431;1.299324
0.7394823;2.191065;3.097757;0.07847331;2.953927;1.162712;1.289705
0.7548811;2.182572;3.088903;0.07666462;2.947462;1.144319;1.289424
0.7684213;2.194156;3.113712;0.06388805;2.937567;1.13982;1.290615
0.7684213;2.188772;3.121866;0.05496062;2.939899;1.12513;1.293512
0.7626354;2.188772;3.11993;0.05730158;2.941779;1.119832;1.293512
0.7868107;2.192008;3.128158;0.05524056;2.93779;1.106545;1.293512
0.7878941;2.18566;3.136996;0.05470468;2.950471;1.099182;1.292424
0.7738882;2.177587;3.132361;0.05985154;2.953496;1.109185;1.292184
0.7638291;2.184197;3.159316;0.06207711;2.96338;1.101854;1.299044
0.7527681;2.197922;3.179196;0.0311699;2.973123;1.110548;1.309828
0.7735125;2.170008;3.144871;0.05104933;2.95296;1.084906;1.313472
0.7644676;2.179954;3.15565;0.04839903;2.965828;1.087198;1.314847
0.7601291;2.191044;3.195583;0.01893764;2.981087;1.09741;1.307493
0.7635353;2.192047;3.194173;0.02330205;2.976824;1.09358;1.308448
0.7595851;2.204057;3.19871;0.02348606;2.980699;1.092792;1.308403
0.7575724;2.203024;3.197046;0.02571467;2.982504;1.094496;1.308448
0.7495016;2.209259;3.195347;0.02798924;2.984347;1.09266;1.308493
0.7558808;2.225333;3.205913;0.01564883;2.995265;1.097014;1.306872
0.7593837;2.242892;3.249079;0.01644892;3.00656;1.107618;1.306784
0.7499601;2.238592;3.247549;0.02319471;2.99818;1.112409;1.306872
0.7321801;2.243791;3.249529;0.03125848;3.001994;1.110319;1.301835
0.7352879;2.266284;3.271207;0.01857104;3.009259;1.119083;1.301812
0.7368402;2.258061;3.294693;0.01857104;3.009259;1.118688;1.301812
0.7368402;2.258061;3.294693;0.01857104;3.009259;1.118688;1.301812
0.7265566;2.270545;3.306245;0.01595508;3.01641;1.124189;1.301788
0.7227981;2.28988;3.319666;0.02058795;3.02007;1.11839;1.299879
0.7410609;2.291946;3.329896;0.02301023;3.011997;1.099716;1.299788
0.7482537;2.291946;3.335299;0.02873835;3.020392;1.107656;1.311196
0.744213;2.311969;3.326742;0.0191804;3.038853;1.090713;1.311119
0.7395399;2.30627;3.320316;0.02128766;3.043132;1.086441;1.310321
0.7452059;2.309912;3.322014;0.02368996;3.03721;1.080242;1.310391
0.7452059;2.309912;3.322014;0.02368996;3.03721;1.080242;1.310391
0.7362394;2.309085;3.33312;0.03828968;3.06228;1.079687;1.303237
0.7369913;2.306722;3.348025;0.04161957;3.071194;1.068475;1.300307
0.724585;2.310545;3.361615;0.03764209;3.07906;1.070669;1.304628
0.724585;2.310545;3.361615;0.03764209;3.07906;1.070669;1.304628
0.741234;2.322478;3.404313;0.02360303;3.09928;1.078273;1.303837
0.741234;2.32852;3.404313;0.02360303;3.09928;1.085516;1.303837
0.7416679;2.346787;3.429023;0.02054902;3.106421;1.065714;1.303837
0.7399937;2.357578;3.429237;0.01843492;3.110952;1.068256;1.303841
0.7304645;2.36386;3.435752;0.01227541;3.124647;1.085276;1.306051
0.7427967;2.369249;3.438801;0.01462989;3.119517;1.086498;1.306074
0.7345326;2.365535;3.424099;0.01462989;3.126572;1.094663;1.307958
0.7170433;2.392214;3.471366;-0.005713007;3.130217;1.11539;1.314778
0.7139239;2.415339;3.495186;-0.03943795;3.148069;1.116153;1.315171
0.7078508;2.415385;3.458075;-0.03507064;3.1358;1.120911;1.331546
0.7078508;2.415385;3.444901;-0.03507064;3.145911;1.113321;1.331546
0.720953;2.43775;3.46088;-0.03772821;3.13488;1.099859;1.324894
0.712839;2.445023;3.466989;-0.03672509;3.148635;1.10932;1.31896
0.7034764;2.464067;3.503306;-0.03312743;3.157745;1.085069;1.318241
0.7034764;2.464067;3.503306;-0.03312743;3.157745;1.085069;1.318241
0.709438;2.473127;3.498338;-0.03693428;3.156308;1.071233;1.317907
0.7052071;2.489627;3.509958;-0.03312742;3.164802;1.061903;1.318241
0.7079515;2.511118;3.517726;-0.03201953;3.149701;1.050449;1.314433
0.7106832;2.513436;3.533067;-0.02725364;3.142647;1.044863;1.31468
0.7164078;2.521242;3.529084;-0.03115283;3.134766;1.049675;1.314433
0.7147466;2.51664;3.519523;-0.04505518;3.135066;1.051022;1.315811
0.7069676;2.524786;3.531073;-0.0430876;3.141198;1.040848;1.310453
0.6999224;2.531076;3.546869;-0.04213696;3.134715;1.031483;1.303847
0.696284;2.537293;3.559127;-0.04367489;3.146792;1.030309;1.303849
0.7035012;2.553839;3.574862;-0.04058939;3.159671;1.019266;1.294891
0.7007173;2.550725;3.563949;-0.04149168;3.157465;1.020293;1.294791
0.7036084;2.551203;3.561275;-0.04408989;3.144836;1.010019;1.29511
0.7072536;2.570573;3.588471;-0.03978694;3.173891;0.9939642;1.290033
0.7044492;2.573554;3.586891;-0.03180411;3.178049;0.9938221;1.302249
0.7174106;2.582003;3.61124;-0.02372438;3.182021;0.982853;1.302208
0.7130004;2.611416;3.638685;-0.03836769;3.197649;0.9834109;1.296049
0.7198248;2.613409;3.638193;-0.03562397;3.176421;0.9769903;1.295767
0.7195019;2.621604;3.641787;-0.03656825;3.200723;0.9659567;1.290808
0.7127849;2.62438;3.65565;-0.03385058;3.21702;0.9659567;1.290808
0.7155584;2.626934;3.652311;-0.0356809;3.203275;0.9655006;1.290958
0.7195019;2.624275;3.641786;-0.03656825;3.201468;0.9659567;1.290808
0.7288395;2.627058;3.630678;-0.04196477;3.194278;0.9756387;1.290958
0.722199;2.629802;3.644383;-0.04952423;3.210389;0.9666994;1.294284
0.7288395;2.623758;3.631827;-0.05386345;3.194871;0.96163;1.291516
0.7235371;2.615035;3.624082;-0.05333236;3.197493;0.9541079;1.294135
0.7207924;2.62166;3.635302;-0.05166664;3.212255;0.9459874;1.292998
0.7325029;2.629279;3.639684;-0.05386345;3.211312;0.936882;1.293375
0.7430034;2.604782;3.616934;-0.05885093;3.184618;0.9496729;1.290173
0.7430034;2.604782;3.616934;-0.05885093;3.184618;0.9496729;1.290173
0.7403955;2.601802;3.621278;-0.06818754;3.189262;0.9477758;1.283419
0.737684;2.619107;3.648517;-0.05757187;3.201343;0.9388543;1.268239
0.7317327;2.627361;3.651953;-0.06083014;3.209372;0.9385476;1.267965
0.74185;2.647731;3.644626;-0.06454612;3.191304;0.9267566;1.263477
0.7377458;2.652652;3.654885;-0.06336762;3.202752;0.9222115;1.255626
0.7320769;2.673383;3.686058;-0.06175712;3.212404;0.9174914;1.242066
0.7332104;2.683513;3.696943;-0.06095008;3.226564;0.9294136;1.248662
0.7298273;2.693521;3.699177;-0.06700739;3.208534;0.9211547;1.246125
0.7340307;2.713188;3.707387;-0.06577415;3.213909;0.9076878;1.235513
0.7324068;2.717429;3.710501;-0.05855786;3.21232;0.9119175;1.231249
0.7258409;2.712094;3.7182;-0.06019492;3.218575;0.9172122;1.237359
0.7202108;2.700096;3.698328;-0.04473523;3.229946;0.9119443;1.234664
0.724032;2.698589;3.688772;-0.04568307;3.228512;0.9117918;1.243051
0.724032;2.698589;3.688772;-0.04568307;3.228512;0.9117918;1.243051
0.7192072;2.732994;3.708195;-0.03718901;3.220803;0.8832381;1.229526
0.7045;2.741122;3.717235;-0.03203361;3.253276;0.8863135;1.226069
0.7060074;2.75381;3.705551;-0.03830545;3.252799;0.8783168;1.216782
0.7140878;2.763484;3.713233;-0.03375073;3.252799;0.8703332;1.211622
0.7167554;2.767925;3.718456;-0.0355218;3.247865;0.878151;1.212638
0.7144433;2.777246;3.720092;-0.03897398;3.262765;0.8664699;1.203939
0.7156798;2.786175;3.723209;-0.03618916;3.273447;0.8630887;1.205992
0.719331;2.782936;3.714223;-0.03270353;3.275585;0.8624214;1.204949
0.7146671;2.796896;3.729922;-0.03656092;3.289443;0.8633998;1.203395
0.7146671;2.796896;3.729922;-0.03656092;3.289443;0.8633998;1.203395
0.7197199;2.807803;3.740958;-0.03491135;3.294502;0.8552649;1.20062
0.7247376;2.814912;3.755857;-0.04563002;3.302375;0.8771229;1.206598
0.7165019;2.819735;3.762604;-0.04646447;3.302524;0.8722141;1.206598
0.7189797;2.829584;3.763715;-0.04882076;3.302691;0.8602573;1.201996
0.7165019;2.824558;3.762604;-0.04603121;3.302524;0.8660888;1.200933
0.7253416;2.830728;3.768183;-0.04537868;3.293766;0.8571741;1.198739
0.7305591;2.84088;3.747153;-0.05119191;3.283861;0.841351;1.195269
0.7329634;2.847144;3.757734;-0.05414817;3.277415;0.8530433;1.202069
0.7338008;2.860857;3.790998;-0.06911223;3.30191;0.8533482;1.193316
0.7324039;2.8605;3.793489;-0.06141071;3.305641;0.8486784;1.195553
0.7368188;2.865517;3.787992;-0.05204664;3.300673;0.8524727;1.196586
0.7426624;2.87305;3.79891;-0.05674313;3.292206;0.8523036;1.203501
0.7566842;2.870635;3.78761;-0.05672054;3.277836;0.8534716;1.207981
0.7488512;2.867481;3.801081;-0.04844143;3.29032;0.8573964;1.202481
0.7520207;2.880652;3.795569;-0.04861663;3.276771;0.8525558;1.2092
0.745446;2.88759;3.804991;-0.05667488;3.295336;0.8499349;1.214825
0.7432439;2.88799;3.809608;-0.05523483;3.300456;0.8479277;1.213895
0.7356346;2.891126;3.820496;-0.04555516;3.315942;0.8494387;1.219036
0.7378919;2.893347;3.815816;-0.04707927;3.310716;0.85141;1.219903
0.7371215;2.896878;3.829911;-0.03619542;3.323709;0.8584496;1.223352
0.7284268;2.907889;3.842807;-0.05179582;3.339232;0.849499;1.212234
0.7180824;2.908296;3.858698;-0.05277416;3.375886;0.8463997;1.206836
0.7156707;2.909014;3.851534;-0.05372661;3.376041;0.8455974;1.205854
0.7191727;2.908589;3.85024;-0.05469849;3.367413;0.8447789;1.197144
0.7203085;2.907436;3.838837;-0.04819007;3.34967;0.8430905;1.199583
0.7154245;2.908589;3.845521;-0.04207239;3.366932;0.8404751;1.201662
0.7177883;2.914828;3.863084;-0.02449807;3.385816;0.83277;1.191885
0.7153489;2.91562;3.855892;-0.01538432;3.386075;0.8318205;1.19074
0.7128323;2.91912;3.858466;-0.003547121;3.402785;0.8374102;1.185057
0.6936381;2.922353;3.880247;0.004053039;3.455983;0.8548803;1.177801
0.6936381;2.927126;3.880247;0.004053039;3.455983;0.8433017;1.172195
0.6926357;2.937933;3.896112;0.00824192;3.457012;0.8430282;1.167674
0.7045674;2.944056;3.878777;0.01152908;3.434556;0.8484501;1.170934
0.7006596;2.946036;3.909423;0.0222507;3.455562;0.8365893;1.170879
0.7017745;2.950226;3.904075;0.03371578;3.47269;0.8414335;1.164977
0.6979079;2.952768;3.91063;0.04183573;3.487614;0.8396126;1.160262
0.7001927;2.956372;3.905436;0.04746686;3.496678;0.8415651;1.15661
0.702866;2.955131;3.905034;0.05486266;3.495259;0.8424427;1.158146
0.702866;2.955131;3.903798;0.05390134;3.495259;0.8424427;1.161705
0.7173144;2.954225;3.883017;0.04604346;3.476036;0.8325943;1.152698
0.7213352;2.952804;3.894558;0.0322259;3.473633;0.8265881;1.159382
0.7136827;2.963624;3.893734;0.04463749;3.494171;0.8229677;1.155714
0.7049718;2.967497;3.90461;0.04654179;3.510502;0.8119285;1.141321
0.6931909;2.972573;3.917631;0.06708876;3.571123;0.8102177;1.129151
0.6936151;2.969848;3.926513;0.05955847;3.563314;0.8062289;1.132882
0.690362;2.968676;3.935595;0.06353848;3.58432;0.8292723;1.129896
0.6829213;2.969353;3.948863;0.06827482;3.594934;0.8340715;1.140599
0.6810716;2.970399;3.94957;0.08239687;3.607342;0.8399463;1.147848
0.6819872;2.969197;3.948033;0.07630768;3.6012;0.8372328;1.146338
0.6869897;2.972407;3.940265;0.09015592;3.591072;0.845263;1.146486
0.6891176;2.974891;3.935539;0.09540059;3.591583;0.8596189;1.146435
0.680681;2.979076;3.94323;0.1035716;3.607909;0.8589635;1.140439
0.6859336;2.980495;3.935462;0.1041922;3.610334;0.8655007;1.138803
0.6859336;2.980495;3.935462;0.1041922;3.610334;0.8655007;1.138803
0.6908047;2.980287;3.930319;0.100931;3.614162;0.8603768;1.143664
0.6908047;2.980287;3.930319;0.100931;3.614162;0.8603768;1.143664
0.6908047;2.980287;3.930319;0.100931;3.614162;0.8603768;1.143664
0.6965019;2.980287;3.929735;0.1020568;3.614162;0.8585584;1.139322
0.6965019;2.980287;3.929735;0.1020568;3.614162;0.8585584;1.139322
0.6965019;2.980287;3.929735;0.1020568;3.614162;0.8585584;1.139322
0.6975612;2.979194;3.929192;0.102175;3.608148;0.8508587;1.143128
0.693356;2.981358;3.935931;0.106191;3.620059;0.8541151;1.142884
0.6975885;2.980287;3.933075;0.1091652;3.61284;0.853412;1.145697
0.6997499;2.97808;3.932044;0.09981898;3.600665;0.8482543;1.146051
0.7038476;2.977211;3.928079;0.09059207;3.590339;0.8458554;1.150401
0.697386;2.972921;3.930919;0.1016015;3.620291;0.8358284;1.150852
0.7015378;2.978909;3.921252;0.1033123;3.618628;0.8314183;1.146497
0.7018443;2.982373;3.915846;0.1085402;3.622462;0.8389769;1.146484
0.7038889;2.982326;3.918267;0.1257265;3.638421;0.8479232;1.146226
0.7004046;2.985891;3.925513;0.1277465;3.624448;0.8568774;1.152361
0.6905253;2.988236;3.933916;0.1326355;3.63317;0.8596924;1.148011
0.6886013;2.990187;3.931281;0.1410896;3.644378;0.864485;1.14763
0.6906374;2.988078;3.943641;0.1484362;3.657881;0.875055;1.148543
0.6906374;2.988078;3.94364;0.1484361;3.657881;0.875055;1.148543
0.6896834;2.989045;3.944027;0.1524742;3.663199;0.8689498;1.149961
0.6896834;2.989045;3.944027;0.1524742;3.663199;0.8689498;1.149961
0.6871392;2.987273;3.949572;0.1518787;3.671384;0.8725257;1.149713
0.6862181;2.988248;3.949902;0.1558843;3.676575;0.8747783;1.146942
0.6827528;2.986158;3.943847;0.1500504;3.689815;0.8764765;1.140446
0.6827528;2.978431;3.943847;0.1500504;3.689815;0.8764765;1.144623
0.6744925;2.981767;3.937708;0.1510773;3.689716;0.8742671;1.146065
0.6752941;2.98074;3.937266;0.1470641;3.684698;0.8720309;1.147847
0.6763124;2.981063;3.925858;0.1540842;3.677703;0.8706952;1.135375
0.6754858;2.984281;3.925287;0.1570133;3.682883;0.8729868;1.136932
0.6782815;2.978781;3.929801;0.1491037;3.670125;0.8636127;1.141005
0.6783304;2.979889;3.930343;0.1533351;3.675585;0.8660651;1.139185
0.6814072;2.979889;3.927941;0.1571808;3.66711;0.8766479;1.140185
0.6844965;2.978781;3.921541;0.1583375;3.661565;0.8761562;1.138547
0.6844965;2.978781;3.921541;0.1583375;3.661565;0.8761562;1.138547
0.6852964;2.979087;3.929041;0.1563121;3.673374;0.8771318;1.136631
0.692112;2.972285;3.929575;0.1603521;3.670526;0.8793834;1.145744
0.6968207;2.972099;3.922806;0.1859387;3.697342;0.8800824;1.145126
0.6968207;2.972099;3.922806;0.1859387;3.697342;0.8800824;1.145126
0.698081;2.980594;3.923876;0.1859221;3.693429;0.8761807;1.143723
0.6991454;2.979516;3.922118;0.1809673;3.688251;0.8791581;1.14388
0.7002308;2.978416;3.921499;0.1770513;3.68297;0.8768597;1.14673
0.7037229;2.980594;3.929278;0.1848071;3.693429;0.8858114;1.142067
0.7033693;2.979829;3.924925;0.1926487;3.702092;0.9096653;1.145759
0.7008597;2.978552;3.9305;0.196486;3.710986;0.9083489;1.144192
0.6881242;2.982262;3.944842;0.1962782;3.729043;0.91675;1.138114
0.6805242;2.981142;3.949725;0.196901;3.747957;0.9251783;1.139432
0.6804942;2.982215;3.956649;0.2002429;3.753251;0.9275213;1.142205
0.6853677;2.993101;3.950741;0.2020374;3.770121;0.9322131;1.133786
0.6798581;2.996236;3.949893;0.2046334;3.774636;0.934004;1.135437
0.6847172;2.99717;3.95692;0.208315;3.779061;0.940246;1.13267
0.6788079;3.011327;3.951205;0.233035;3.813998;0.951407;1.124018
0.6855512;3.002516;3.961983;0.2509828;3.823596;0.9658152;1.124316
0.6877961;3.002077;3.959861;0.2591218;3.84495;0.9692618;1.121019
0.6934381;3.002077;3.959283;0.2618373;3.84495;0.967461;1.11672
0.6966213;3.002077;3.954905;0.2700357;3.844306;0.9692618;1.122911
0.6939622;3.004755;3.962938;0.2641326;3.849684;0.9708841;1.113919
0.6991234;3.003104;3.960189;0.265565;3.841894;0.9635098;1.11462
0.7074686;3.003591;3.958186;0.2641559;3.835441;0.959049;1.119779
0.7052432;3.005233;3.949303;0.2617328;3.836601;0.959673;1.116711
0.7084124;3.007266;3.943412;0.2638301;3.841135;0.9599954;1.106507
0.7136258;3.004335;3.944115;0.2690114;3.850972;0.9648551;1.104608
0.7197111;3.004335;3.938471;0.2741552;3.850972;0.9666386;1.101272
0.7213452;3.002642;3.935052;0.2682274;3.843705;0.9638021;1.110977
0.7243192;3.004461;3.931393;0.2628345;3.834452;0.9634984;1.120744
0.743723;3.006134;3.93898;0.2689246;3.847521;0.9707676;1.12337
0.7601383;2.993587;3.937273;0.2724437;3.838584;0.9873089;1.121162
0.756427;2.997075;3.943334;0.2833894;3.853251;1.004306;1.120009
0.7514341;2.996066;3.941153;0.2919737;3.869944;0.9993075;1.115245
0.7480012;2.99884;3.933755;0.2963431;3.877991;1.001041;1.117017
0.7480012;2.99884;3.933755;0.2963431;3.877991;1.001041;1.117017
0.7470344;2.99969;3.935324;0.2940477;3.881173;1.002062;1.116665
0.739042;2.997974;3.929707;0.2887189;3.87475;0.9974756;1.121583
0.7315567;2.999245;3.923157;0.2948661;3.897303;0.9990516;1.121042
0.7261004;2.997537;3.927488;0.2958095;3.891242;0.9991812;1.119092
0.7261004;2.997537;3.927488;0.2958095;3.891242;0.9991812;1.119092
0.7078273;3.00856;3.920071;0.2947362;3.891242;0.9949461;1.12323
0.7024178;3.006997;3.918842;0.2893697;3.884949;0.9927298;1.119739
0.7003075;3.00856;3.92007;0.3015242;3.891242;0.9949461;1.109655
0.7136173;3.007257;3.918117;0.3158832;3.901835;1.007963;1.106615
0.7189052;3.00008;3.9119;0.3277045;3.891054;1.010002;1.109379
0.7202742;3.001726;3.909511;0.3368549;3.888542;1.020243;1.106628
0.7165648;3.002248;3.917971;0.3565959;3.898494;1.011235;1.11371
0.7131948;3.013506;3.906965;0.3601594;3.899324;1.012936;1.107392
0.7038423;3.008379;3.904907;0.3663623;3.909468;1.012661;1.105571
0.7127141;3.004619;3.902073;0.3707586;3.921143;1.011448;1.101907
0.7138874;3.0038;3.902417;0.3698931;3.918282;1.010497;1.101192
0.7076151;3.001027;3.906719;0.3662561;3.924247;1.001305;1.092156
0.7099307;2.99927;3.908899;0.3693395;3.918417;1.001485;1.091453
0.7053644;2.998007;3.909591;0.3747487;3.926799;1.010423;1.0836
0.7152835;2.998818;3.903928;0.3799425;3.935159;1.004309;1.087016
