at_home;at_hospital;wandering;chasing;going_home;going_to_hospital
47;0;20;19;34;0
51;0;16;26;27;0
46;0;15;31;28;0
47;0;26;28;19;0
41;0;27;26;26;0
29;0;32;23;36;0
35;0;26;26;32;1
38;1;24;17;40;0
52;1;16;15;36;0
52;1;17;23;27;0
50;1;28;24;17;0
41;1;34;27;17;0
31;1;29;26;33;0
25;0;33;22;40;0
34;0;25;17;44;0
47;0;21;13;39;0
54;0;17;17;32;0
52;0;23;20;25;0
45;0;29;28;18;0
36;0;34;25;25;0
30;0;24;30;35;1
40;0;24;21;34;1
43;0;21;17;38;1
46;1;18;19;36;0
57;1;16;24;22;0
51;1;22;20;26;0
47;1;22;26;24;0
42;1;23;30;24;0
40;1;22;30;26;1
38;1;23;29;27;2
36;1;26;20;35;2
37;1;23;22;35;2
53;0;21;16;28;2
55;0;19;21;23;2
43;0;16;32;27;2
35;0;28;30;25;2
42;0;28;26;22;2
39;0;17;26;35;3
34;0;15;31;37;3
53;0;18;24;21;4
54;0;18;23;21;4
47;0;17;26;26;4
37;0;26;27;26;4
36;0;33;27;20;4
36;0;36;19;25;4
41;0;24;23;27;5
43;0;17;24;29;6
39;1;18;29;27;5
43;1;27;27;16;5
43;1;23;31;15;6
31;2;17;28;36;5
33;2;20;21;38;5
43;2;19;19;31;5
49;2;17;22;24;5
49;1;18;24;22;5
43;1;16;32;22;5
43;1;12;33;25;5
43;1;13;28;29;5
47;1;20;21;25;5
44;0;21;21;28;5
44;0;23;21;26;5
48;0;21;23;22;5
45;0;20;22;27;5
48;0;18;25;23;5
42;0;20;26;26;5
39;0;27;26;21;6
35;0;19;32;27;6
38;0;17;28;29;7
41;0;16;25;30;7
49;0;16;18;29;7
50;0;20;18;24;7
48;0;22;26;16;7
41;0;22;28;21;7
29;0;27;28;28;7
33;0;20;33;26;7
40;0;13;30;29;7
44;0;18;19;31;7
42;0;14;24;33;6
45;0;22;24;22;6
50;0;23;22;18;6
42;0;21;26;23;7
38;0;22;22;30;7
34;0;22;26;30;7
38;0;17;27;30;7
46;0;15;25;26;7
42;0;19;27;24;7
36;0;21;26;29;7
37;0;18;29;28;7
39;0;13;25;35;7
41;0;20;14;37;7
51;0;28;15;25;0
52;0;18;24;25;0
49;0;22;31;17;0
39;0;24;37;19;0
36;1;19;42;21;0
37;1;26;33;22;0
39;1;23;27;29;0
39;1;19;24;36;0
44;0;19;23;33;0
55;0;18;26;19;1
54;0;18;27;19;1
45;0;25;31;17;1
35;0;32;30;21;1
35;0;29;35;19;1
34;0;29;34;21;1
36;0;26;30;26;1
39;0;19;27;33;1
37;0;21;29;30;2
44;0;26;30;18;1
43;0;28;27;20;1
35;0;29;32;23;0
33;0;31;24;31;0
32;0;22;28;37;0
42;0;22;22;32;1
53;0;22;24;19;1
47;1;26;24;21;0
46;1;31;20;21;0
41;1;29;24;24;0
41;1;28;28;21;0
39;1;25;31;23;0
37;1;27;28;25;1
43;1;17;28;29;1
45;1;19;28;25;1
53;2;22;25;17;0
44;1;27;27;20;0
35;1;34;24;25;0
38;1;28;29;23;0
